tier,boss_id,boss,job,buff_given,buff_icon,rank,player,dps_value,region,server,is_own_ranked_log,duration_sec,party_comp_others,report_code,fight_id
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,1,Toni Quartz,3269.4198343725798,JP,,False,389.279,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",zWjHtFg9Yva6J23w,5
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,2,瘾梨,3260.000284479942,CN,,False,386.559,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",dHbknwMK1LzFjD7Y,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,3,奈奈伊,3247.68640715931,CN,,False,388.225,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",aJj2D9VXH78nt4Cv,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,4,Legelly Xxx,3239.16342160811,JP,Belias,True,392.538,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",CpWAvJhwY2BnDymR,31
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,5,Vivi Vi,3236.0470023485354,JP,,False,391.08,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",KxAZzFkhm9MY3fH8,9
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,6,听澜,3235.872905275552,CN,,False,388.289,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",49zQpqGHLmfkwW6y,15
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,7,奈奈伊,3235.55470498666,CN,,False,389.57,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",hmL3J8vdaDKpH12r,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,8,Player (4),3235.55470498666,,,False,389.57,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",a:hVLGHyYmDXvqJRnk,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,9,萝卜·,3232.761544869183,CN,,False,390.247,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",XKDYRw3C9yHBmjNq,4
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,10,Vivi Vi,3231.2679196846043,JP,,False,389.266,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",JvC41bMBg3k8FLNt,86
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,11,Suzy Verbena,3230.4698592445675,JP,Tiamat,True,390.055,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",Zhad6KDpfnm7q1PQ,41
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,12,Legelly Xxx,3226.2650398714145,JP,,False,397.451,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",N4gPhHVJd8xzna7L,40
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,13,엘리큐르,3225.0259637748686,KR,,False,391.132,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",Nda8HgnztjF49rxp,4
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,14,Yurii Himura,3221.920282764077,NA,,False,387.027,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Monk,Ninja,Pictomancer,Scholar",D7G8QPwqnmLc9M3f,14
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,15,瘾梨,3218.0407588285693,CN,,False,390.847,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",JfPg2Dk78Y9HKWwz,2
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,16,Vivi Vi,3216.9218351129093,JP,Yojimbo,True,389.127,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",JvC41bMBg3k8FLNt,94
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,17,Toni Quartz,3212.902974951761,JP,,False,395.791,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",WwBGf4qtLvDnjd27,24
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,18,听澜,3211.373450705766,CN,,False,392.214,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Monk,Ninja,Pictomancer,Scholar",Q79G1fpKkDPqBT3J,119
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,19,Player (480),3210.7434398360324,,,False,392.202,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",a:j1Hx89LpWg2DmYJ6,52
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,20,Player (5),3209.043747765375,,,False,394.098,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",a:WqBkJR2Fxb1yA9Ga,35
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,21,携帯恋話,3209.043747765375,CN,,False,394.098,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",vcWLbBk2qgQVtX83,35
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,22,Arsye Monat,3208.9803193815696,JP,Mandragora,True,388.213,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",WV9XPtp2CNYghdM3,51
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,23,Player (15),3208.6003025604823,,,False,390.605,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",a:HF79M2nP3LyqtdhQ,7
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,24,Ritsu Maxia,3207.769087569634,JP,,False,391.287,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",kjaDdbAw6Cx4v8rm,60
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,25,Aela Inanna,3206.6003360557984,EU,,False,393.435,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",wYNmDMZVCnvrhR87,47
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,26,Ritsu Maxia,3205.7284240728995,JP,,False,390.677,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Monk,Ninja,Pictomancer,Scholar",1xmn4FQBMA3jpY9a,25
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,27,Spice Mcgee,3201.697375673087,NA,Jenova,True,390.742,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",1f4GMvQCktWNXH8R,46
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,28,엘리큐르,3201.619562509057,KR,,False,390.929,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",3AZx2CytkDbrnXgJ,2
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,29,三鹿,3200.8743349851943,CN,,False,390.471,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",VdbmC6AByf4zHk8Y,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,30,Soren Kuroyuri,3198.0411110612354,NA,,False,388.977,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Monk,Ninja,Pictomancer,Scholar",3n2vyBLTVk4bcx9j,20
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,31,萝卜·,3197.1223439060536,CN,红玉海,True,389.633,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",7JCTVdYgbhtkRnmN,2
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,32,Toni Quartz,3195.6868914776283,JP,,False,394.283,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Pictomancer,Samurai,Scholar",gHY7RtN9PckVmjGd,32
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,33,奈奈伊,3192.418390346611,CN,,False,389.705,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",X74FTJAcbNMtZQqV,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,34,Ritsu Maxia,3191.5488960230077,JP,,False,394.252,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",HtVNM2FwXDPr97zh,61
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,35,小仙仙orz,3191.429825717672,CN,摩杜纳,True,391.157,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",2adt1AKqVHTRp7nW,9
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,36,엘리큐르,3191.117971185969,KR,,False,393.534,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",hLJPC8fa7vtxj24A,2
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,37,Yurii Himura,3190.150781388367,NA,,False,386.525,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Monk,Ninja,Pictomancer,Scholar",Ph4yKNfRMDkc2b3L,3
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,38,三鹿,3189.9060696439496,CN,,False,389.744,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",NkjP7aCXxwtpQmgZ,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,39,Suzy Verbena,3185.339572758733,JP,,False,392.124,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",CmWYFQTtcR7gyhLf,69
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,40,Kamoza Watsugozara,3184.9673180226832,JP,,False,395.292,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",1Mt7JBn32RYx4Vfh,51
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,41,Player (7),3182.64797722943,,,False,390.115,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",a:zF3hXq6at2BpPfAR,1
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,42,三鹿,3182.037779554937,CN,,False,389.766,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",ZD6qBRgT8K2GPjpQ,2
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,43,蕉叶,3181.9761145481807,CN,紫水栈桥,True,392.995,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",aMbxt6qKFcG2kZQd,44
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,44,瘾梨,3181.618368920225,CN,,False,393.662,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",czNG4XpK8jCFY6tn,3
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,45,시츄,3181.504570703754,KR,,False,389.547,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",k6jKyW2Rnc8Np7v3,9
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,46,리윰,3180.434730051041,KR,,False,395.648,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",2fFHkBGTqbXVvxrL,6
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,47,Spice Mcgee,3180.181282637476,NA,,False,387.989,"Astrologian,DarkKnight,DarkKnight,Dragoon,LimitBreak,Ninja,Pictomancer,Scholar",JDtB2ZHjfbFLPc9W,46
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,48,Yan Daemonium,3180.158401195596,NA,,False,385.54,"Astrologian,DarkKnight,LimitBreak,Monk,Ninja,Pictomancer,Scholar,Warrior",fDRB2a9tjJQrZ1nV,78
light_heavyweight,93,Black_Cat,Bard,Radiant Finale,212000-212624.png,49,算了吧,3178.6691339524104,CN,红玉海,True,391.246,"Astrologian,DarkKnight,DarkKnight,LimitBreak,Ninja,Pictomancer,Samurai,Scholar",FHBWDQqk1g4xwhXJ,1
